id,sex,age_adjusted,age_cat,,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,,,
5603,Female,27,25 - 45,,Caucasian,0,5,0,0,1,,,25 - 45
5604,Male,30,25 - 45,,African-American,0,5,0,0,8,,,25 - 45
5605,Male,36,25 - 45,,African-American,0,1,0,0,0,,,25 - 45
5609,Male,56,Greater than 45,,African-American,0,6,0,0,22,,,Greater than 45
5611,Male,25,25 - 45,,Other,0,5,0,0,4,,,25 - 45
5614,Male,31,25 - 45,,African-American,0,8,0,0,2,,,25 - 45
5617,Male,56,Greater than 45,,Caucasian,0,1,0,0,1,,,Greater than 45
5621,Male,50,Greater than 45,,Caucasian,0,4,0,0,2,,,Greater than 45
5623,Male,30,25 - 45,,Caucasian,0,6,0,0,0,,,25 - 45
5627,Male,33,25 - 45,,African-American,0,8,0,0,6,,,25 - 45
5628,Male,37,25 - 45,,Caucasian,0,1,0,0,1,,,25 - 45
5631,Male,33,25 - 45,,Hispanic,0,9,0,0,1,,,25 - 45
5634,Male,36,25 - 45,,Caucasian,0,1,0,0,0,,,25 - 45
5635,Female,50,Greater than 45,,Caucasian,0,1,0,0,3,,,Greater than 45
5638,Male,34,25 - 45,,Hispanic,0,1,0,0,2,,,25 - 45
5639,Male,39,25 - 45,,Caucasian,0,1,0,0,4,,,25 - 45
5647,Female,41,25 - 45,,African-American,0,1,0,0,0,,,25 - 45
5650,Male,26,25 - 45,,African-American,0,4,0,0,5,,,25 - 45
5651,Male,35,25 - 45,,Caucasian,0,5,0,0,12,,,25 - 45
5652,Female,40,25 - 45,,African-American,0,2,0,0,2,,,25 - 45
5655,Female,23,25 - 45,,Caucasian,0,3,0,0,0,,,25 - 45
5658,Male,18,Less than 25,,African-American,0,6,0,0,0,,,Less than 25
5659,Female,32,25 - 45,,Caucasian,0,5,0,0,1,,,25 - 45
5660,Male,34,25 - 45,,Caucasian,0,5,0,0,0,,,25 - 45
5664,Female,30,25 - 45,,African-American,0,2,0,0,2,,,25 - 45
5665,Female,48,Greater than 45,,Caucasian,0,3,0,0,4,,,Greater than 45
5666,Male,36,25 - 45,,Caucasian,0,4,0,0,3,,,25 - 45
5668,Male,37,25 - 45,,African-American,0,7,0,0,3,,,25 - 45
5669,Male,30,25 - 45,,African-American,0,8,0,0,17,,,25 - 45
5671,Male,29,25 - 45,,Caucasian,0,6,0,0,3,,,25 - 45
5672,Male,34,25 - 45,,Other,0,1,0,0,0,,,25 - 45
5673,Male,31,25 - 45,,African-American,0,6,0,0,10,,,25 - 45
5676,Female,19,Less than 25,,Caucasian,0,7,0,0,0,,,Less than 25
5677,Male,60,Greater than 45,,Caucasian,0,4,0,0,10,,,Greater than 45
5678,Male,35,25 - 45,,African-American,0,9,1,0,16,,,25 - 45
5680,Male,29,25 - 45,,African-American,0,5,0,0,6,,,25 - 45
5681,Male,28,25 - 45,,African-American,0,8,0,0,4,,,25 - 45
5684,Male,20,Less than 25,,African-American,0,3,0,0,0,,,Less than 25
5685,Male,35,25 - 45,,Hispanic,0,5,0,0,1,,,25 - 45
5686,Female,45,Greater than 45,,Caucasian,0,1,0,0,0,,,Greater than 45
5687,Male,31,25 - 45,,Caucasian,0,8,0,0,1,,,25 - 45
5689,Male,20,Less than 25,,Caucasian,0,4,0,0,1,,,Less than 25
5693,Male,33,25 - 45,,African-American,10,7,0,0,14,,,25 - 45
5697,Female,20,Less than 25,,African-American,0,3,0,0,0,,,Less than 25
5698,Male,31,25 - 45,,Hispanic,0,1,0,0,0,,,25 - 45
5699,Female,35,25 - 45,,Hispanic,0,1,0,0,0,,,25 - 45
5701,Male,18,Less than 25,,Hispanic,0,4,0,0,0,,,Less than 25
5703,Male,46,Greater than 45,,Hispanic,0,1,0,0,0,,,Greater than 45
5711,Male,49,Greater than 45,,Caucasian,0,9,0,0,2,,,Greater than 45
5713,Male,22,25 - 45,,Other,0,2,0,0,2,,,25 - 45
5717,Male,31,25 - 45,,African-American,0,1,0,0,1,,,25 - 45
5719,Male,18,Less than 25,,African-American,0,7,1,2,1,,,Less than 25
5724,Male,54,Greater than 45,,Caucasian,0,4,0,0,1,,,Greater than 45
5725,Male,19,Less than 25,,African-American,0,3,0,1,2,,,Less than 25
5726,Female,46,Greater than 45,,Caucasian,0,1,0,0,1,,,Greater than 45
5728,Female,27,25 - 45,,African-American,0,2,0,0,1,,,25 - 45
5730,Female,37,25 - 45,,African-American,0,10,2,0,22,,,25 - 45
5735,Male,40,25 - 45,,African-American,0,1,0,0,0,,,25 - 45
5736,Female,42,Greater than 45,,Caucasian,0,1,0,0,0,,,Greater than 45
5738,Male,49,Greater than 45,,African-American,0,3,0,0,3,,,Greater than 45
5740,Male,29,25 - 45,,African-American,0,7,0,0,9,,,25 - 45
5741,Male,24,25 - 45,,Caucasian,0,2,0,0,0,,,25 - 45
5742,Male,30,25 - 45,,African-American,0,2,0,0,1,,,25 - 45
5743,Male,47,Greater than 45,,Caucasian,0,1,0,0,0,,,Greater than 45
5745,Male,27,25 - 45,,African-American,0,3,0,0,2,,,25 - 45
5748,Male,21,Less than 25,,African-American,0,6,1,0,2,,,Less than 25
5749,Male,27,25 - 45,,Asian,0,3,0,0,6,,,25 - 45
5753,Male,27,25 - 45,,Caucasian,0,4,0,0,0,,,25 - 45
5756,Male,31,25 - 45,,African-American,0,6,0,0,4,,,25 - 45
5757,Male,26,25 - 45,,African-American,0,2,0,0,1,,,25 - 45
5759,Male,26,25 - 45,,African-American,0,8,0,0,1,,,25 - 45
5761,Male,35,25 - 45,,Caucasian,0,3,0,0,0,,,25 - 45
5762,Female,31,25 - 45,,Caucasian,0,1,0,0,0,,,25 - 45
5763,Male,27,25 - 45,,Hispanic,0,2,0,0,0,,,25 - 45
5768,Male,62,Greater than 45,,African-American,0,5,0,0,7,,,Greater than 45
5769,Female,30,25 - 45,,African-American,0,1,0,0,1,,,25 - 45
5772,Male,35,25 - 45,,Caucasian,0,7,0,0,5,,,25 - 45
5773,Male,32,25 - 45,,African-American,0,4,0,0,1,,,25 - 45
5774,Male,54,Greater than 45,,Caucasian,0,1,0,0,1,,,Greater than 45
5779,Female,34,25 - 45,,African-American,2,6,0,0,4,,,25 - 45
5782,Female,30,25 - 45,,Hispanic,0,4,0,0,2,,,25 - 45
5784,Male,33,25 - 45,,Caucasian,0,5,0,0,3,,,25 - 45
5787,Male,44,Greater than 45,,Caucasian,0,1,0,0,0,,,Greater than 45
5789,Female,51,Greater than 45,,Hispanic,0,1,0,0,0,,,Greater than 45
5793,Female,34,25 - 45,,African-American,0,3,0,0,1,,,25 - 45
5795,Female,22,25 - 45,,Caucasian,0,3,0,0,0,,,25 - 45
5797,Male,49,Greater than 45,,Hispanic,0,6,0,0,10,,,Greater than 45
5801,Male,49,Greater than 45,,Caucasian,0,3,0,0,6,,,Greater than 45
5804,Male,23,Less than 25,,African-American,0,8,0,4,8,,,Less than 25
5806,Male,30,25 - 45,,Caucasian,0,2,0,0,0,,,25 - 45
5808,Male,40,25 - 45,,African-American,0,7,0,0,8,,,25 - 45
5809,Male,42,Greater than 45,,African-American,1,7,0,1,20,,,Greater than 45
5810,Male,40,25 - 45,,African-American,0,5,0,0,10,,,25 - 45
5811,Male,20,Less than 25,,African-American,0,7,0,0,1,,,Less than 25
5812,Male,47,Greater than 45,,African-American,0,4,0,0,4,,,Greater than 45
5814,Male,39,25 - 45,,Caucasian,0,8,0,0,0,,,25 - 45
5816,Male,22,25 - 45,,African-American,0,7,1,0,2,,,25 - 45
5818,Male,20,Less than 25,,African-American,0,5,0,0,0,,,Less than 25
5820,Male,19,Less than 25,,Caucasian,0,7,0,0,2,,,Less than 25
5821,Male,29,25 - 45,,Caucasian,0,5,0,0,3,,,25 - 45
5826,Male,41,Greater than 45,,Caucasian,0,1,0,0,0,,,Greater than 45
5827,Male,21,Less than 25,,African-American,0,4,0,0,2,,,Less than 25
5831,Male,22,Less than 25,,African-American,0,2,1,0,1,,,Less than 25
5832,Male,43,Greater than 45,,Caucasian,0,1,0,0,1,,,Greater than 45
5833,Male,44,Greater than 45,,Caucasian,0,1,0,0,3,,,Greater than 45
5836,Male,19,Less than 25,,African-American,0,4,0,1,1,,,Less than 25
5837,Female,32,25 - 45,,Caucasian,0,2,0,0,0,,,25 - 45
5838,Male,30,25 - 45,,Caucasian,0,1,0,0,0,,,25 - 45
5842,Male,27,25 - 45,,African-American,0,10,0,1,16,,,25 - 45
5846,Male,31,25 - 45,,Hispanic,0,2,0,0,3,,,25 - 45
5850,Female,23,25 - 45,,Caucasian,0,3,0,0,2,,,25 - 45
5851,Male,32,25 - 45,,Caucasian,0,6,0,0,16,,,25 - 45
5852,Female,52,Greater than 45,,African-American,0,1,0,0,1,,,Greater than 45
5853,Male,25,25 - 45,,African-American,0,4,0,0,0,,,25 - 45
5854,Male,23,25 - 45,,African-American,0,3,0,0,0,,,25 - 45
5863,Male,47,Greater than 45,,African-American,0,1,0,0,13,,,Greater than 45
5864,Male,23,25 - 45,,Hispanic,0,5,0,0,2,,,25 - 45
5865,Male,29,25 - 45,,African-American,0,5,0,0,4,,,25 - 45
5867,Male,28,25 - 45,,Other,0,2,0,0,0,,,25 - 45
5869,Male,23,25 - 45,,Caucasian,1,6,0,0,2,,,25 - 45
5873,Male,31,25 - 45,,African-American,0,8,0,0,14,,,25 - 45
5877,Male,32,25 - 45,,African-American,0,9,1,0,8,,,25 - 45
5878,Female,27,25 - 45,,Other,0,7,0,0,4,,,25 - 45
5880,Male,23,25 - 45,,African-American,0,2,0,0,0,,,25 - 45
5881,Male,22,25 - 45,,African-American,0,5,0,0,0,,,25 - 45
5882,Male,43,25 - 45,,African-American,0,2,0,0,0,,,25 - 45
5885,Male,44,Greater than 45,,Caucasian,0,3,0,0,2,,,Greater than 45
5886,Male,50,Greater than 45,,Caucasian,0,1,0,0,0,,,Greater than 45
5889,Female,50,Greater than 45,,African-American,0,1,0,0,2,,,Greater than 45
5890,Male,25,25 - 45,,African-American,0,2,0,0,0,,,25 - 45
5891,Male,39,25 - 45,,Caucasian,0,1,0,0,0,,,25 - 45
5898,Male,21,Less than 25,,Caucasian,0,2,0,0,0,,,Less than 25
5899,Male,39,25 - 45,,African-American,0,1,0,0,0,,,25 - 45
5902,Male,22,Less than 25,,African-American,5,8,0,0,5,,,Less than 25
5904,Male,25,25 - 45,,African-American,0,8,0,0,4,,,25 - 45
5905,Male,47,Greater than 45,,Caucasian,0,3,0,0,9,,,Greater than 45
5906,Female,30,25 - 45,,African-American,0,6,0,0,3,,,25 - 45
5907,Male,38,25 - 45,,African-American,0,9,0,0,13,,,25 - 45
5914,Male,24,25 - 45,,African-American,0,3,0,0,2,,,25 - 45
5915,Male,20,Less than 25,,Caucasian,0,9,0,0,0,,,Less than 25
5916,Male,35,25 - 45,,African-American,0,9,0,0,22,,,25 - 45
5917,Male,29,25 - 45,,African-American,0,4,0,0,1,,,25 - 45
5921,Male,49,Greater than 45,,Caucasian,0,3,0,0,4,,,Greater than 45
5923,Male,27,25 - 45,,Caucasian,0,2,0,0,2,,,25 - 45
5926,Male,46,Greater than 45,,African-American,0,1,0,0,0,,,Greater than 45
5928,Male,48,Greater than 45,,Caucasian,0,1,0,0,0,,,Greater than 45
5930,Female,32,25 - 45,,Caucasian,0,8,0,0,0,,,25 - 45
5935,Male,21,Less than 25,,African-American,0,4,0,0,3,,,Less than 25
5937,Male,24,25 - 45,,African-American,0,2,0,0,0,,,25 - 45
5938,Male,23,25 - 45,,African-American,0,3,0,0,4,,,25 - 45
5939,Male,42,Greater than 45,,Caucasian,0,1,0,0,2,,,Greater than 45
5942,Male,24,25 - 45,,Caucasian,0,7,0,0,1,,,25 - 45
5943,Male,34,25 - 45,,Other,0,1,0,0,2,,,25 - 45
5946,Male,22,Less than 25,,Hispanic,0,2,0,0,0,,,Less than 25
5947,Male,37,25 - 45,,Caucasian,0,1,0,0,2,,,25 - 45
5953,Male,50,Greater than 45,,Hispanic,0,2,0,0,18,,,Greater than 45
5954,Male,53,Greater than 45,,Hispanic,0,1,0,0,0,,,Greater than 45
5958,Male,20,Less than 25,,African-American,0,7,0,0,1,,,Less than 25
5960,Male,53,Greater than 45,,Caucasian,0,1,0,0,0,,,Greater than 45
5963,Male,19,Less than 25,,Caucasian,0,3,0,0,1,,,Less than 25
5964,Female,20,Less than 25,,African-American,0,3,0,0,1,,,Less than 25
5970,Male,29,25 - 45,,Caucasian,0,1,0,0,2,,,25 - 45
5971,Male,44,Greater than 45,,Caucasian,0,2,0,0,3,,,Greater than 45
5974,Male,19,Less than 25,,African-American,0,6,1,0,1,,,Less than 25
5976,Male,26,25 - 45,,Caucasian,0,1,0,0,1,,,25 - 45
5978,Male,25,25 - 45,,African-American,0,8,0,0,5,,,25 - 45
5981,Female,43,25 - 45,,Caucasian,0,1,0,0,1,,,25 - 45
5982,Male,22,25 - 45,,African-American,0,4,0,0,0,,,25 - 45
5984,Male,32,25 - 45,,African-American,0,2,0,0,4,,,25 - 45
5985,Male,61,Greater than 45,,Caucasian,0,1,0,0,0,,,Greater than 45
5989,Female,42,25 - 45,,Caucasian,0,1,0,0,0,,,25 - 45
5993,Male,49,Greater than 45,,Caucasian,0,2,0,0,1,,,Greater than 45
5994,Female,18,Less than 25,,African-American,0,8,0,0,0,,,Less than 25
5995,Male,36,25 - 45,,Caucasian,0,6,0,0,6,,,25 - 45
5996,Male,27,25 - 45,,African-American,0,8,0,0,29,,,25 - 45
6000,Female,20,Less than 25,,African-American,0,5,0,0,0,,,Less than 25
6001,Male,30,25 - 45,,African-American,0,10,0,2,11,,,25 - 45
6002,Female,33,25 - 45,,African-American,0,2,0,0,0,,,25 - 45
6004,Male,28,25 - 45,,Other,0,1,0,0,0,,,25 - 45
6013,Male,27,25 - 45,,Caucasian,0,2,0,0,2,,,25 - 45
6019,Male,29,25 - 45,,Caucasian,0,2,0,0,6,,,25 - 45
6021,Male,29,25 - 45,,Caucasian,0,4,0,0,3,,,25 - 45
6022,Male,56,Greater than 45,,Caucasian,0,3,0,0,5,,,Greater than 45
6027,Male,30,25 - 45,,African-American,0,9,0,0,2,,,25 - 45
6030,Male,45,Greater than 45,,African-American,0,4,0,0,10,,,Greater than 45
6034,Male,20,Less than 25,,Caucasian,0,7,0,0,2,,,Less than 25
6035,Male,45,Greater than 45,,Asian,0,1,0,0,1,,,Greater than 45
6036,Male,18,Less than 25,,Other,0,4,0,0,0,,,Less than 25
6040,Male,28,25 - 45,,African-American,0,9,0,0,0,,,25 - 45
6041,Male,46,Greater than 45,,Caucasian,0,1,0,0,2,,,Greater than 45
6043,Male,47,Greater than 45,,Caucasian,0,3,0,0,3,,,Greater than 45
6046,Male,46,Greater than 45,,African-American,2,3,0,0,13,,,Greater than 45
6048,Male,29,25 - 45,,African-American,0,8,0,0,6,,,25 - 45
6051,Male,20,Less than 25,,African-American,0,7,0,2,1,,,Less than 25
6055,Female,21,Less than 25,,African-American,0,3,0,0,0,,,Less than 25
6058,Male,29,25 - 45,,Other,0,1,0,0,0,,,25 - 45
6062,Male,55,Greater than 45,,Caucasian,0,2,0,0,6,,,Greater than 45
6064,Female,29,25 - 45,,Caucasian,0,2,0,0,0,,,25 - 45
6065,Male,54,Greater than 45,,African-American,0,6,0,0,19,,,Greater than 45
6066,Male,55,Greater than 45,,Caucasian,0,5,0,0,12,,,Greater than 45
6070,Male,28,25 - 45,,African-American,0,1,0,0,0,,,25 - 45
6071,Male,42,Greater than 45,,African-American,0,3,0,0,11,,,Greater than 45
6073,Male,40,25 - 45,,Caucasian,0,5,0,0,0,,,25 - 45
6074,Male,45,Greater than 45,,Other,0,2,0,0,7,,,Greater than 45
6075,Male,26,25 - 45,,African-American,0,8,2,0,12,,,25 - 45
6078,Female,26,25 - 45,,Caucasian,0,2,0,0,0,,,25 - 45
6080,Male,22,25 - 45,,African-American,0,2,0,0,1,,,25 - 45
6081,Female,31,25 - 45,,Caucasian,0,5,0,0,3,,,25 - 45
6085,Male,37,25 - 45,,African-American,0,4,0,0,4,,,25 - 45
6089,Male,24,25 - 45,,African-American,0,5,0,0,4,,,25 - 45
6094,Male,28,25 - 45,,Caucasian,0,10,0,1,7,,,25 - 45
6095,Male,28,25 - 45,,African-American,3,10,0,1,15,,,25 - 45
6096,Male,19,Less than 25,,African-American,0,9,0,1,1,,,Less than 25
6097,Male,24,25 - 45,,Caucasian,0,9,0,0,2,,,25 - 45
6101,Male,24,25 - 45,,Caucasian,0,2,0,0,0,,,25 - 45
6105,Male,26,25 - 45,,African-American,0,2,0,0,4,,,25 - 45
6106,Male,25,25 - 45,,African-American,0,6,0,0,7,,,25 - 45
6107,Female,22,Less than 25,,Caucasian,0,8,0,0,0,,,Less than 25
6108,Male,27,25 - 45,,African-American,0,5,0,0,0,,,25 - 45
6110,Female,21,Less than 25,,Caucasian,0,3,0,0,0,,,Less than 25
6112,Male,32,25 - 45,,African-American,0,1,0,0,0,,,25 - 45
6114,Female,38,25 - 45,,Caucasian,0,5,0,0,3,,,25 - 45
6117,Male,34,25 - 45,,African-American,0,8,0,0,11,,,25 - 45
6125,Male,30,25 - 45,,African-American,0,1,0,0,7,,,25 - 45
6131,Male,57,Greater than 45,,African-American,0,1,0,0,3,,,Greater than 45
6133,Male,46,Greater than 45,,Caucasian,0,1,0,0,0,,,Greater than 45
6135,Male,27,25 - 45,,African-American,0,4,0,0,10,,,25 - 45
6137,Male,48,Greater than 45,,Caucasian,0,1,0,0,0,,,Greater than 45
6143,Male,52,Greater than 45,,African-American,0,4,0,0,5,,,Greater than 45
6146,Male,30,25 - 45,,African-American,0,7,0,0,0,,,25 - 45
6147,Male,19,Less than 25,,African-American,0,6,0,0,0,,,Less than 25
6148,Female,24,25 - 45,,African-American,0,2,0,0,0,,,25 - 45
6150,Male,30,25 - 45,,Caucasian,0,2,0,0,0,,,25 - 45
6152,Male,24,25 - 45,,African-American,0,2,0,0,0,,,25 - 45
6153,Male,26,25 - 45,,African-American,0,5,0,0,0,,,25 - 45
6154,Male,29,25 - 45,,African-American,0,3,0,0,1,,,25 - 45
6156,Male,34,25 - 45,,Caucasian,0,1,0,0,4,,,25 - 45
6159,Male,28,25 - 45,,African-American,0,10,0,0,15,,,25 - 45
6160,Male,26,25 - 45,,African-American,0,8,0,0,6,,,25 - 45
6161,Male,28,25 - 45,,African-American,0,4,0,0,6,,,25 - 45
6162,Female,33,25 - 45,,Caucasian,0,3,0,0,2,,,25 - 45
6164,Female,35,25 - 45,,African-American,0,1,0,0,1,,,25 - 45
6166,Male,19,Less than 25,,Caucasian,0,5,0,0,1,,,Less than 25
6169,Male,21,Less than 25,,Caucasian,0,9,0,2,8,,,Less than 25
6173,Male,67,Greater than 45,,African-American,0,1,0,0,0,,,Greater than 45
6177,Male,21,Less than 25,,African-American,1,9,0,0,4,,,Less than 25
6179,Male,41,25 - 45,,Caucasian,0,6,0,0,6,,,25 - 45
6182,Male,23,25 - 45,,African-American,0,5,0,0,0,,,25 - 45
6183,Female,20,Less than 25,,Caucasian,0,6,0,0,2,,,Less than 25
6185,Male,25,25 - 45,,African-American,0,9,0,0,3,,,25 - 45
6189,Female,43,Greater than 45,,Caucasian,0,2,0,0,1,,,Greater than 45
6191,Female,24,25 - 45,,African-American,1,5,0,0,1,,,25 - 45
6192,Male,42,Greater than 45,,Caucasian,0,2,0,0,7,,,Greater than 45
6195,Female,21,Less than 25,,Caucasian,0,5,1,0,3,,,Less than 25
6198,Male,46,Greater than 45,,Caucasian,0,4,0,0,3,,,Greater than 45
6200,Male,26,25 - 45,,Hispanic,0,2,0,0,0,,,25 - 45
6201,Female,49,Greater than 45,,Caucasian,0,1,0,0,1,,,Greater than 45
6202,Male,35,25 - 45,,Hispanic,0,1,0,0,4,,,25 - 45
6203,Male,22,25 - 45,,African-American,0,3,0,0,1,,,25 - 45
6205,Male,50,Greater than 45,,African-American,0,1,0,0,15,,,Greater than 45
6207,Male,35,25 - 45,,African-American,0,8,0,0,0,,,25 - 45
6208,Male,21,25 - 45,,African-American,0,6,0,0,1,,,25 - 45
6210,Male,20,Less than 25,,African-American,1,10,0,0,1,,,Less than 25
6212,Male,45,Greater than 45,,African-American,0,1,0,0,0,,,Greater than 45
6215,Female,21,Less than 25,,Other,0,3,0,0,0,,,Less than 25
6216,Male,19,Less than 25,,African-American,0,4,0,0,0,,,Less than 25
6221,Male,35,25 - 45,,Caucasian,0,2,0,0,2,,,25 - 45
6224,Male,21,Less than 25,,Hispanic,0,4,0,0,1,,,Less than 25
6226,Female,41,25 - 45,,Caucasian,0,1,0,0,0,,,25 - 45
6228,Male,61,Greater than 45,,Caucasian,0,1,0,0,0,,,Greater than 45
6229,Male,35,25 - 45,,Caucasian,0,5,0,0,5,,,25 - 45
6230,Female,42,Greater than 45,,Other,0,1,0,0,0,,,Greater than 45
6236,Male,31,25 - 45,,Asian,0,1,0,0,0,,,25 - 45
6240,Male,47,Greater than 45,,African-American,0,1,0,0,0,,,Greater than 45
6241,Male,30,25 - 45,,Caucasian,0,2,2,0,2,,,25 - 45
6242,Female,51,Greater than 45,,Caucasian,0,1,0,0,0,,,Greater than 45
6244,Male,26,25 - 45,,Hispanic,0,5,0,0,3,,,25 - 45
6247,Male,39,25 - 45,,African-American,0,7,0,0,17,,,25 - 45
6248,Male,32,25 - 45,,Caucasian,0,1,0,0,3,,,25 - 45
6249,Male,35,25 - 45,,Caucasian,0,3,0,0,2,,,25 - 45
6250,Male,18,Less than 25,,African-American,0,9,0,0,1,,,Less than 25
6251,Male,30,25 - 45,,African-American,0,4,0,0,5,,,25 - 45
6256,Male,29,25 - 45,,African-American,0,7,0,1,9,,,25 - 45
6260,Male,28,25 - 45,,Caucasian,0,8,0,0,1,,,25 - 45
6264,Female,27,25 - 45,,African-American,0,10,0,0,0,,,25 - 45
6268,Female,25,25 - 45,,African-American,0,3,0,0,0,,,25 - 45
6271,Male,24,25 - 45,,Caucasian,0,3,0,0,1,,,25 - 45
6278,Female,28,25 - 45,,African-American,0,2,0,0,0,,,25 - 45
6281,Male,24,25 - 45,,Caucasian,0,4,0,0,5,,,25 - 45
6284,Male,18,Less than 25,,African-American,0,5,0,0,0,,,Less than 25
6285,Female,31,25 - 45,,Caucasian,0,3,0,0,0,,,25 - 45
6286,Male,21,Less than 25,,African-American,0,9,0,0,7,,,Less than 25
6287,Male,28,25 - 45,,Caucasian,0,1,0,0,0,,,25 - 45
6289,Female,35,25 - 45,,Caucasian,0,6,0,0,5,,,25 - 45
6296,Male,28,25 - 45,,African-American,0,5,0,0,1,,,25 - 45
6297,Female,22,25 - 45,,Caucasian,0,7,0,0,6,,,25 - 45
6300,Male,33,25 - 45,,African-American,0,5,0,0,1,,,25 - 45
6301,Male,30,25 - 45,,African-American,0,4,0,0,1,,,25 - 45
6302,Male,21,Less than 25,,African-American,0,3,0,0,0,,,Less than 25
6303,Female,38,25 - 45,,Hispanic,0,2,0,0,2,,,25 - 45
6304,Male,25,25 - 45,,African-American,0,9,0,0,9,,,25 - 45
6314,Male,18,Less than 25,,Caucasian,0,6,0,1,0,,,Less than 25
6315,Male,28,25 - 45,,African-American,0,3,0,0,9,,,25 - 45
6317,Male,33,25 - 45,,Caucasian,0,6,0,0,9,,,25 - 45
6320,Male,37,25 - 45,,African-American,0,10,0,0,21,,,25 - 45
6322,Male,28,25 - 45,,Caucasian,0,6,0,0,3,,,25 - 45
6323,Male,55,Greater than 45,,Caucasian,0,1,0,0,2,,,Greater than 45
6324,Male,20,Less than 25,,Hispanic,0,7,0,1,2,,,Less than 25
6328,Female,66,Greater than 45,,African-American,0,2,0,0,5,,,Greater than 45
6330,Female,23,25 - 45,,Caucasian,0,5,0,0,2,,,25 - 45
6332,Male,49,Greater than 45,,African-American,0,4,0,0,0,,,Greater than 45
6335,Male,22,25 - 45,,African-American,0,2,0,0,0,,,25 - 45
6336,Male,37,25 - 45,,African-American,0,9,0,0,5,,,25 - 45
6338,Male,24,25 - 45,,African-American,0,5,0,0,2,,,25 - 45
6341,Male,33,25 - 45,,Other,0,1,0,0,0,,,25 - 45
6347,Male,18,Less than 25,,African-American,0,10,0,0,2,,,Less than 25
6349,Female,28,25 - 45,,African-American,0,2,0,0,0,,,25 - 45
6353,Male,54,Greater than 45,,African-American,0,1,0,0,0,,,Greater than 45
6354,Female,58,Greater than 45,,Caucasian,0,3,0,0,8,,,Greater than 45
6356,Male,33,25 - 45,,Hispanic,0,1,0,0,3,,,25 - 45
6359,Male,52,Greater than 45,,African-American,0,6,0,0,3,,,Greater than 45
6360,Male,37,25 - 45,,Caucasian,0,3,0,0,0,,,25 - 45
6361,Male,20,Less than 25,,African-American,0,7,1,0,1,,,Less than 25
6362,Female,27,25 - 45,,Hispanic,0,4,0,0,0,,,25 - 45
6365,Male,45,Greater than 45,,African-American,0,9,0,1,8,,,Greater than 45
6368,Male,23,25 - 45,,African-American,0,10,1,0,10,,,25 - 45
6371,Male,33,25 - 45,,African-American,0,9,0,0,12,,,25 - 45
6372,Male,25,25 - 45,,African-American,0,6,0,0,4,,,25 - 45
6373,Male,26,25 - 45,,African-American,0,10,0,0,7,,,25 - 45
6375,Male,23,25 - 45,,African-American,0,6,0,0,1,,,25 - 45
6376,Male,58,Greater than 45,,African-American,0,1,0,0,2,,,Greater than 45
6377,Male,25,25 - 45,,Caucasian,0,7,0,0,2,,,25 - 45
6380,Male,26,25 - 45,,African-American,0,7,0,0,3,,,25 - 45
6381,Male,30,25 - 45,,African-American,0,6,0,0,13,,,25 - 45
6382,Male,25,25 - 45,,African-American,0,2,0,0,2,,,25 - 45
6383,Male,53,Greater than 45,,Caucasian,0,1,0,0,0,,,Greater than 45
6384,Male,19,Less than 25,,African-American,0,8,1,0,6,,,Less than 25
6386,Male,25,25 - 45,,Hispanic,0,3,0,0,2,,,25 - 45
6387,Female,20,Less than 25,,Hispanic,0,2,0,0,0,,,Less than 25
6389,Female,28,25 - 45,,Caucasian,0,7,0,0,6,,,25 - 45
6392,Male,47,Greater than 45,,African-American,0,1,0,0,12,,,Greater than 45
6393,Male,23,Less than 25,,African-American,0,6,0,0,1,,,Less than 25
6394,Male,44,Greater than 45,,African-American,0,2,0,0,1,,,Greater than 45
6398,Female,39,25 - 45,,Caucasian,0,2,0,0,0,,,25 - 45
6399,Male,32,25 - 45,,Caucasian,0,3,0,0,5,,,25 - 45
6400,Male,28,25 - 45,,African-American,0,4,0,0,0,,,25 - 45
6401,Male,50,Greater than 45,,Caucasian,0,1,0,0,1,,,Greater than 45
6402,Female,28,25 - 45,,African-American,0,3,0,0,2,,,25 - 45
6409,Male,29,25 - 45,,African-American,0,2,0,0,0,,,25 - 45
6413,Male,44,Greater than 45,,African-American,0,4,0,0,9,,,Greater than 45
6420,Male,21,Less than 25,,African-American,0,9,1,0,9,,,Less than 25
6422,Female,19,Less than 25,,African-American,0,9,1,0,2,,,Less than 25
6424,Male,41,Greater than 45,,Hispanic,0,1,0,0,1,,,Greater than 45
6425,Female,27,25 - 45,,African-American,0,2,0,0,2,,,25 - 45
6428,Female,41,25 - 45,,Caucasian,0,10,0,0,22,,,25 - 45
6430,Male,47,Greater than 45,,African-American,0,1,0,0,0,,,Greater than 45
6431,Female,22,Less than 25,,Other,0,4,0,0,2,,,Less than 25
6432,Female,39,25 - 45,,Caucasian,0,5,0,0,3,,,25 - 45
6433,Female,28,25 - 45,,Caucasian,0,7,0,0,1,,,25 - 45
6436,Male,27,25 - 45,,Hispanic,0,1,0,0,0,,,25 - 45
6439,Male,23,25 - 45,,African-American,0,9,0,0,5,,,25 - 45
6441,Male,33,25 - 45,,African-American,0,5,0,0,4,,,25 - 45
6443,Male,25,25 - 45,,Caucasian,0,5,0,0,5,,,25 - 45
